id,start_time,end_time,result,session_date,device_id
302,2025-08-24T09:01:21.738Z,2025-08-24T09:01:40.943Z,90,24/08/2025,68A2FA6D
303,2025-08-24T09:01:46.742Z,2025-08-24T09:02:05.399Z,60,24/08/2025,68A2FA6D
304,2025-08-24T09:03:49.117Z,2025-08-24T09:04:15.659Z,120,24/08/2025,68A2FA6D
305,2025-08-24T09:05:06.776Z,2025-08-24T09:05:29.776Z,0,24/08/2025,68A2FA6D
306,2025-08-24T09:05:39.718Z,2025-08-24T09:05:46.909Z,60,24/08/2025,68A2FA6D
307,2025-08-24T09:06:02.423Z,2025-08-24T09:06:18.808Z,90,24/08/2025,68A2FA6D
308,2025-08-24T09:06:49.452Z,2025-08-24T09:07:05.569Z,0,24/08/2025,68A2FA6D
309,2025-08-24T09:07:15.739Z,2025-08-24T09:07:37.697Z,30,24/08/2025,68A2FA6D
310,2025-08-24T09:08:58.803Z,2025-08-24T09:09:27.750Z,90,24/08/2025,68A2FA6D
311,2025-08-24T09:09:44.788Z,2025-08-24T09:09:53.008Z,30,24/08/2025,68A2FA6D
312,2025-08-24T09:10:40.877Z,2025-08-24T09:11:01.766Z,0,24/08/2025,68A2FA6D
313,2025-08-24T09:11:49.035Z,2025-08-24T09:12:29.662Z,65,24/08/2025,68A2FA6D
314,2025-08-24T09:13:03.098Z,2025-08-24T09:13:49.592Z,35,24/08/2025,68A2FA6D
315,2025-08-24T09:13:57.931Z,2025-08-24T09:14:40.309Z,120,24/08/2025,68A2FA6D
316,2025-08-24T09:14:50.732Z,2025-08-24T09:15:24.183Z,120,24/08/2025,68A2FA6D
317,2025-08-24T09:15:57.526Z,2025-08-24T09:16:26.312Z,120,24/08/2025,68A2FA6D
318,2025-08-24T09:16:46.038Z,2025-08-24T09:17:22.683Z,0,24/08/2025,68A2FA6D
319,2025-08-24T09:18:18.785Z,2025-08-24T09:18:43.147Z,90,24/08/2025,68A2FA6D
320,2025-08-24T09:19:34.880Z,2025-08-24T09:20:00.365Z,120,24/08/2025,68A2FA6D
321,2025-08-24T09:20:47.393Z,2025-08-24T09:21:21.152Z,120,24/08/2025,68A2FA6D
322,2025-08-24T09:22:30.471Z,2025-08-24T09:22:42.578Z,-30,24/08/2025,68A2FA6D
323,2025-08-24T09:23:16.576Z,2025-08-24T09:23:43.921Z,60,24/08/2025,68A2FA6D
324,2025-08-24T09:23:54.864Z,2025-08-24T09:24:13.467Z,90,24/08/2025,68A2FA6D
325,2025-08-24T09:24:20.496Z,2025-08-24T09:24:38.538Z,60,24/08/2025,68A2FA6D
326,2025-08-24T09:24:46.035Z,2025-08-24T09:25:09.118Z,120,24/08/2025,68A2FA6D
327,2025-08-24T09:26:06.742Z,2025-08-24T09:26:30.957Z,90,24/08/2025,68A2FA6D
328,2025-08-24T09:26:41.461Z,2025-08-24T09:27:02.417Z,120,24/08/2025,68A2FA6D
329,2025-08-24T09:28:45.427Z,2025-08-24T09:29:09.268Z,90,24/08/2025,68A2FA6D
330,2025-08-24T09:30:01.628Z,2025-08-24T09:30:34.143Z,120,24/08/2025,68A2FA6D
331,2025-08-24T09:32:03.668Z,2025-08-24T09:32:24.450Z,120,24/08/2025,68A2FA6D
332,2025-08-24T09:33:00.693Z,2025-08-24T09:33:11.158Z,30,24/08/2025,68A2FA6D
333,2025-08-24T09:33:52.960Z,2025-08-24T09:34:31.368Z,120,24/08/2025,68A2FA6D
334,2025-08-24T09:34:47.846Z,2025-08-24T09:35:16.393Z,120,24/08/2025,68A2FA6D
335,2025-08-24T09:35:36.331Z,2025-08-24T09:35:59.933Z,90,24/08/2025,68A2FA6D
336,2025-08-24T09:36:05.144Z,2025-08-24T09:36:08.807Z,0,24/08/2025,68A2FA6D
337,2025-08-24T09:38:07.960Z,2025-08-24T09:38:15.619Z,60,24/08/2025,68A2FA6D
338,2025-08-24T09:38:22.300Z,2025-08-24T09:38:42.279Z,60,24/08/2025,68A2FA6D
339,2025-08-24T09:38:47.157Z,2025-08-24T09:38:51.340Z,60,24/08/2025,68A2FA6D
340,2025-08-24T09:38:59.024Z,2025-08-24T09:39:05.600Z,60,24/08/2025,68A2FA6D
341,2025-08-24T09:39:08.526Z,2025-08-24T09:39:26.542Z,60,24/08/2025,68A2FA6D
342,2025-08-24T09:39:46.226Z,2025-08-24T09:39:55.636Z,0,24/08/2025,68A2FA6D
343,2025-08-24T09:40:02.263Z,2025-08-24T09:40:28.404Z,30,24/08/2025,68A2FA6D
344,2025-08-24T09:40:48.516Z,2025-08-24T09:41:06.077Z,-30,24/08/2025,68A2FA6D
345,2025-08-24T09:41:12.010Z,2025-08-24T09:41:14.978Z,30,24/08/2025,68A2FA6D
346,2025-08-24T09:41:23.317Z,2025-08-24T09:41:59.200Z,90,24/08/2025,68A2FA6D
347,2025-08-24T09:44:17.397Z,2025-08-24T09:44:31.429Z,0,24/08/2025,68A2FA6D
348,2025-08-24T09:47:07.870Z,2025-08-24T09:47:47.935Z,65,24/08/2025,68A2FA6D
349,2025-08-24T09:48:09.090Z,2025-08-24T09:48:22.936Z,30,24/08/2025,68A2FA6D
350,2025-08-24T09:50:49.298Z,2025-08-24T09:51:09.305Z,120,24/08/2025,68A2FA6D
351,2025-08-24T09:53:36.376Z,2025-08-24T09:54:06.192Z,30,24/08/2025,68A2FA6D
352,2025-08-24T09:54:57.950Z,2025-08-24T09:55:07.078Z,0,24/08/2025,68A2FA6D
353,2025-08-24T09:55:14.014Z,2025-08-24T09:55:32.898Z,0,24/08/2025,68A2FA6D
354,2025-08-24T09:56:37.900Z,2025-08-24T09:56:59.176Z,90,24/08/2025,68A2FA6D
355,2025-08-24T09:57:56.869Z,2025-08-24T09:58:34.997Z,60,24/08/2025,68A2FA6D
356,2025-08-24T09:59:03.315Z,2025-08-24T09:59:31.887Z,30,24/08/2025,68A2FA6D
357,2025-08-24T09:59:54.833Z,2025-08-24T10:00:17.446Z,120,24/08/2025,68A2FA6D
358,2025-08-24T10:04:39.515Z,2025-08-24T10:04:54.069Z,90,24/08/2025,68A2FA6D
359,2025-08-24T10:07:29.947Z,2025-08-24T10:08:05.068Z,90,24/08/2025,68A2FA6D
360,2025-08-24T10:09:38.656Z,2025-08-24T10:09:55.041Z,-30,24/08/2025,68A2FA6D
361,2025-08-24T10:11:31.182Z,2025-08-24T10:11:57.482Z,90,24/08/2025,68A2FA6D
362,2025-08-24T10:12:47.116Z,2025-08-24T10:12:59.867Z,0,24/08/2025,68A2FA6D
363,2025-08-24T10:13:08.138Z,2025-08-24T10:13:20.674Z,30,24/08/2025,68A2FA6D
364,2025-08-24T10:18:11.330Z,2025-08-24T10:18:41.078Z,60,24/08/2025,68A2FA6D
365,2025-08-24T10:19:02.660Z,2025-08-24T10:19:31.167Z,120,24/08/2025,68A2FA6D
366,2025-08-24T10:21:01.855Z,2025-08-24T10:21:32.031Z,30,24/08/2025,68A2FA6D
367,2025-08-24T10:21:38.406Z,2025-08-24T10:22:01.539Z,90,24/08/2025,68A2FA6D
368,2025-08-24T10:22:55.356Z,2025-08-24T10:23:27.470Z,90,24/08/2025,68A2FA6D
369,2025-08-24T10:23:50.870Z,2025-08-24T10:24:17.252Z,120,24/08/2025,68A2FA6D
370,2025-08-24T10:25:46.697Z,2025-08-24T10:26:17.541Z,90,24/08/2025,68A2FA6D
371,2025-08-24T10:26:57.860Z,2025-08-24T10:27:38.274Z,30,24/08/2025,68A2FA6D
372,2025-08-24T10:27:54.176Z,2025-08-24T10:28:25.649Z,120,24/08/2025,68A2FA6D
373,2025-08-24T10:29:35.623Z,2025-08-24T10:30:08.847Z,30,24/08/2025,68A2FA6D
374,2025-08-24T10:30:59.924Z,2025-08-24T10:31:31.036Z,120,24/08/2025,68A2FA6D
375,2025-08-24T10:31:45.362Z,2025-08-24T10:32:22.220Z,120,24/08/2025,68A2FA6D
376,2025-08-24T10:32:51.180Z,2025-08-24T10:33:28.145Z,0,24/08/2025,68A2FA6D
377,2025-08-24T10:33:54.405Z,2025-08-24T10:34:17.178Z,90,24/08/2025,68A2FA6D
378,2025-08-24T10:34:34.043Z,2025-08-24T10:35:01.506Z,90,24/08/2025,68A2FA6D
379,2025-08-24T10:37:18.221Z,2025-08-24T10:37:56.389Z,60,24/08/2025,68A2FA6D
380,2025-08-24T10:38:41.733Z,2025-08-24T10:39:05.481Z,120,24/08/2025,68A2FA6D
381,2025-08-24T10:40:16.204Z,2025-08-24T10:40:54.879Z,90,24/08/2025,68A2FA6D
382,2025-08-24T10:41:20.912Z,2025-08-24T10:41:55.913Z,30,24/08/2025,68A2FA6D
383,2025-08-24T10:42:41.164Z,2025-08-24T10:42:52.697Z,30,24/08/2025,68A2FA6D
384,2025-08-24T10:43:20.401Z,2025-08-24T10:43:36.438Z,0,24/08/2025,68A2FA6D
385,2025-08-24T10:43:50.911Z,2025-08-24T10:44:11.279Z,60,24/08/2025,68A2FA6D
386,2025-08-24T10:44:28.920Z,2025-08-24T10:44:47.495Z,30,24/08/2025,68A2FA6D
387,2025-08-24T10:45:06.004Z,2025-08-24T10:45:30.353Z,60,24/08/2025,68A2FA6D
388,2025-08-24T10:47:00.387Z,2025-08-24T10:47:22.879Z,60,24/08/2025,68A2FA6D
389,2025-08-24T10:48:17.324Z,2025-08-24T10:48:40.310Z,60,24/08/2025,68A2FA6D
390,2025-08-24T10:48:50.841Z,2025-08-24T10:49:14.977Z,90,24/08/2025,68A2FA6D
391,2025-08-24T10:50:11.226Z,2025-08-24T10:50:18.723Z,30,24/08/2025,68A2FA6D
392,2025-08-24T10:50:25.298Z,2025-08-24T10:50:37.887Z,30,24/08/2025,68A2FA6D
393,2025-08-24T10:50:43.660Z,2025-08-24T10:51:37.518Z,-35,24/08/2025,68A2FA6D
394,2025-08-24T10:52:46.864Z,2025-08-24T10:53:33.933Z,90,24/08/2025,68A2FA6D
395,2025-08-24T10:54:42.677Z,2025-08-24T10:55:07.174Z,120,24/08/2025,68A2FA6D
396,2025-08-24T10:55:27.634Z,2025-08-24T10:55:48.402Z,30,24/08/2025,68A2FA6D
397,2025-08-24T10:55:54.242Z,2025-08-24T10:56:10.361Z,30,24/08/2025,68A2FA6D
398,2025-08-24T10:56:17.989Z,2025-08-24T10:56:29.457Z,0,24/08/2025,68A2FA6D
399,2025-08-24T10:57:15.081Z,2025-08-24T10:57:50.750Z,120,24/08/2025,68A2FA6D
400,2025-08-24T10:58:30.401Z,2025-08-24T10:59:04.053Z,60,24/08/2025,68A2FA6D
401,2025-08-24T10:59:37.328Z,2025-08-24T11:00:13.559Z,90,24/08/2025,68A2FA6D
402,2025-08-24T11:00:54.252Z,2025-08-24T11:01:29.172Z,60,24/08/2025,68A2FA6D
403,2025-08-24T11:04:53.575Z,2025-08-24T11:05:22.068Z,30,24/08/2025,68A2FA6D
404,2025-08-24T11:10:11.988Z,2025-08-24T11:10:36.004Z,90,24/08/2025,68A2FA6D
405,2025-08-24T11:10:46.187Z,2025-08-24T11:11:10.269Z,120,24/08/2025,68A2FA6D
406,2025-08-24T11:11:30.409Z,2025-08-24T11:11:57.498Z,120,24/08/2025,68A2FA6D
407,2025-08-24T11:12:07.414Z,2025-08-24T11:12:31.670Z,120,24/08/2025,68A2FA6D
408,2025-08-24T11:12:48.094Z,2025-08-24T11:13:24.110Z,120,24/08/2025,68A2FA6D
409,2025-08-24T11:14:04.991Z,2025-08-24T11:14:34.499Z,120,24/08/2025,68A2FA6D
410,2025-08-24T11:15:00.492Z,2025-08-24T11:15:10.061Z,90,24/08/2025,68A2FA6D
411,2025-08-24T11:15:16.074Z,2025-08-24T11:15:25.697Z,60,24/08/2025,68A2FA6D
412,2025-08-24T11:16:10.667Z,2025-08-24T11:16:13.955Z,0,24/08/2025,68A2FA6D
413,2025-08-24T11:16:24.939Z,2025-08-24T11:17:03.589Z,30,24/08/2025,68A2FA6D
414,2025-08-24T11:17:29.287Z,2025-08-24T11:18:12.188Z,0,24/08/2025,68A2FA6D
415,2025-08-24T11:18:49.913Z,2025-08-24T11:19:21.467Z,90,24/08/2025,68A2FA6D
416,2025-08-24T11:20:20.214Z,2025-08-24T11:20:52.048Z,90,24/08/2025,68A2FA6D
417,2025-08-24T11:21:45.129Z,2025-08-24T11:22:15.360Z,120,24/08/2025,68A2FA6D
418,2025-08-24T11:23:40.542Z,2025-08-24T11:24:05.012Z,60,24/08/2025,68A2FA6D
419,2025-08-24T11:25:12.607Z,2025-08-24T11:25:34.244Z,0,24/08/2025,68A2FA6D
420,2025-08-24T11:27:33.277Z,2025-08-24T11:27:49.047Z,120,24/08/2025,68A2FA6D
421,2025-08-24T11:28:24.448Z,2025-08-24T11:28:33.937Z,90,24/08/2025,68A2FA6D
422,2025-08-24T11:29:18.613Z,2025-08-24T11:29:40.089Z,120,24/08/2025,68A2FA6D
423,2025-08-24T11:30:13.779Z,2025-08-24T11:30:17.388Z,-30,24/08/2025,68A2FA6D
424,2025-08-24T11:30:25.727Z,2025-08-24T11:30:43.368Z,120,24/08/2025,68A2FA6D
425,2025-08-24T11:34:13.718Z,2025-08-24T11:34:43.427Z,60,24/08/2025,68A2FA6D
426,2025-08-24T11:35:08.738Z,2025-08-24T11:35:27.261Z,60,24/08/2025,68A2FA6D
427,2025-08-24T11:37:44.323Z,2025-08-24T11:38:01.803Z,30,24/08/2025,68A2FA6D
428,2025-08-24T11:38:46.346Z,2025-08-24T11:39:01.741Z,60,24/08/2025,68A2FA6D
429,2025-08-24T11:39:17.297Z,2025-08-24T11:39:24.848Z,-60,24/08/2025,68A2FA6D
430,2025-08-24T11:39:48.528Z,2025-08-24T11:40:10.820Z,120,24/08/2025,68A2FA6D
431,2025-08-24T11:40:56.204Z,2025-08-24T11:41:25.085Z,60,24/08/2025,68A2FA6D
432,2025-08-24T11:41:54.618Z,2025-08-24T11:41:59.243Z,30,24/08/2025,68A2FA6D
433,2025-08-24T11:42:07.128Z,2025-08-24T11:42:15.988Z,120,24/08/2025,68A2FA6D
434,2025-08-24T11:42:20.438Z,2025-08-24T11:42:50.962Z,70,24/08/2025,68A2FA6D
435,2025-08-24T11:43:20.149Z,2025-08-24T11:43:52.610Z,0,24/08/2025,68A2FA6D
436,2025-08-24T11:44:02.646Z,2025-08-24T11:44:25.659Z,60,24/08/2025,68A2FA6D
437,2025-08-24T11:45:03.146Z,2025-08-24T11:45:32.119Z,-60,24/08/2025,68A2FA6D
438,2025-08-24T11:45:45.510Z,2025-08-24T11:46:09.726Z,60,24/08/2025,68A2FA6D
439,2025-08-24T11:46:19.883Z,2025-08-24T11:46:39.528Z,60,24/08/2025,68A2FA6D
440,2025-08-24T11:46:50.138Z,2025-08-24T11:47:21.972Z,60,24/08/2025,68A2FA6D
441,2025-08-24T11:47:34.921Z,2025-08-24T11:47:49.715Z,-30,24/08/2025,68A2FA6D
442,2025-08-24T11:49:28.463Z,2025-08-24T11:49:55.926Z,30,24/08/2025,68A2FA6D
443,2025-08-24T11:50:08.675Z,2025-08-24T11:50:26.396Z,0,24/08/2025,68A2FA6D
444,2025-08-24T11:50:33.907Z,2025-08-24T11:50:56.037Z,90,24/08/2025,68A2FA6D
445,2025-08-24T11:51:08.747Z,2025-08-24T11:51:28.980Z,5,24/08/2025,68A2FA6D
446,2025-08-24T11:51:41.408Z,2025-08-24T11:52:06.546Z,30,24/08/2025,68A2FA6D
447,2025-08-24T11:52:16.703Z,2025-08-24T11:52:39.101Z,90,24/08/2025,68A2FA6D
448,2025-08-24T11:53:24.285Z,2025-08-24T11:54:01.852Z,60,24/08/2025,68A2FA6D
449,2025-08-24T11:55:56.087Z,2025-08-24T11:56:25.342Z,35,24/08/2025,68A2FA6D
450,2025-08-24T11:56:31.195Z,2025-08-24T11:57:01.345Z,70,24/08/2025,68A2FA6D
451,2025-08-24T12:00:11.115Z,2025-08-24T12:00:16.421Z,30,24/08/2025,68A2FA6D
452,2025-08-24T12:09:53.040Z,2025-08-24T12:09:57.931Z,30,24/08/2025,68A2FA6D
